id,seller_id,buyer_id,status,created_at,total_value
21276,16,2034,delivered,2023-10-14 09:43:27,8702.41
21277,57,984,completed,2024-08-20 23:50:55,4282.82
21278,81,2939,delivered,2023-09-24 06:16:19,31240.49
21279,1,2123,completed,2024-02-24 04:31:05,32377.66
21280,19,2327,completed,2023-11-05 20:37:59,32549.97
21281,13,278,delivered,2024-03-18 11:01:32,12434.63
21282,120,1919,completed,2024-02-20 20:23:19,4974.15
21283,65,2086,delivered,2024-06-28 09:59:05,23049.34
21284,23,1311,completed,2024-06-30 13:26:35,10789.65
21285,5,2946,completed,2024-11-03 15:24:29,12497.78
21286,53,865,processing,2024-09-21 12:57:14,7015.14
21287,60,759,refunded,2024-02-16 10:29:31,14374.17
21288,90,858,completed,2024-09-21 11:35:11,2229.67
21289,17,2278,completed,2024-05-10 12:23:07,28029.23
21290,117,563,completed,2024-02-02 12:31:42,13192.84
21291,26,1979,completed,2023-12-23 17:44:45,4487.13
21292,17,749,delivered,2023-08-20 01:30:51,21412.99
21293,20,2935,completed,2024-11-05 05:51:18,23530.1
21294,40,368,delivered,2024-03-30 01:47:00,21319.16
21295,110,2080,delivered,2024-06-26 04:48:10,7236.21
21296,76,1400,completed,2024-01-04 14:33:09,7223.57
21297,49,2707,processing,2023-12-12 07:01:16,16556.64
21298,10,1698,processing,2023-10-18 06:58:32,21812.17
21299,9,2440,refunded,2024-04-24 20:20:51,13259.62
21300,37,2394,cancelled,2024-09-20 09:19:27,1106.31
21301,75,256,cancelled,2023-10-16 14:18:08,15345.39
21302,79,830,cancelled,2023-12-17 00:08:24,3153.64
21303,13,222,delivered,2024-08-23 05:57:34,2988.85
21304,6,1187,delivered,2024-10-31 16:55:20,31076.23
21305,22,376,delivered,2024-04-03 18:55:24,2366.83
21306,107,509,delivered,2023-09-06 09:20:32,8778.47
21307,44,2022,processing,2023-08-03 16:16:55,15753.77
21308,18,1545,completed,2024-06-04 17:52:02,49985.83
21309,19,1938,delivered,2024-11-10 06:04:05,17610.92
21310,8,1237,processing,2024-05-03 11:18:11,12920.48
21311,32,1964,delivered,2024-07-11 12:24:44,27031.86
21312,85,2041,cancelled,2024-04-14 22:14:04,5615.82
21313,115,2036,processing,2024-04-06 05:58:44,15104.38
21314,37,2285,cancelled,2024-07-05 19:37:58,14823.03
21315,10,1800,delivered,2024-09-06 10:37:08,24766.79
21316,67,987,processing,2024-08-04 22:55:19,15918.28
21317,80,1644,delivered,2024-05-01 01:17:35,16306.61
21318,5,1688,delivered,2024-07-17 21:07:34,15036.38
21319,95,2034,completed,2023-10-08 09:20:50,14825.25
21320,92,1393,completed,2023-08-26 09:26:03,6090.06
21321,32,92,delivered,2024-07-29 03:05:45,5751.82
21322,47,449,delivered,2024-07-07 06:17:39,2111.55
21323,72,2801,delivered,2023-11-09 09:31:43,13038.18
21324,66,1377,delivered,2024-07-23 12:13:53,943.71
21325,1,1007,delivered,2024-07-05 07:32:34,35972.39
21326,7,2413,delivered,2023-10-15 16:21:25,15986.25
21327,10,2873,processing,2024-02-29 10:01:56,2177.56
21328,79,738,delivered,2023-11-20 08:51:48,40712.95
21329,26,2302,cancelled,2023-11-02 05:31:08,473.86
21330,44,1235,completed,2024-08-12 19:00:26,36916.64
21331,82,1228,delivered,2023-08-04 20:17:04,25363.9
21332,20,2099,delivered,2024-02-04 20:36:38,16040.48
21333,78,2141,delivered,2023-10-10 13:41:13,15837.01
21334,27,670,processing,2024-04-03 04:50:49,21594.79
21335,22,1728,completed,2024-07-11 05:51:05,16723.9
21336,19,2027,delivered,2024-10-16 06:58:33,1365.68
21337,115,653,completed,2024-05-07 14:18:01,26111.59
21338,82,1070,completed,2023-11-30 11:02:50,22715.28
21339,2,2168,completed,2024-02-12 21:24:15,27478.75
21340,113,1790,completed,2024-08-30 01:29:28,8213.57
21341,83,138,completed,2023-11-29 22:09:59,27509.07
21342,9,394,completed,2024-08-02 13:10:48,5077.44
21343,5,1634,processing,2024-11-10 12:33:13,20465.04
21344,18,1370,processing,2023-12-28 11:10:08,46785.34
21345,57,1971,delivered,2024-07-03 23:15:40,3309.85
21346,56,892,cancelled,2024-05-02 18:35:29,17381.19
21347,16,1123,completed,2023-11-24 03:55:22,1314.85
21348,27,1401,delivered,2024-06-27 11:48:42,35625.48
21349,12,367,completed,2023-09-27 11:55:39,9284.21
21350,3,2921,completed,2024-07-15 23:29:44,19411.8
21351,39,561,completed,2024-04-18 10:21:06,11542.46
21352,20,597,completed,2024-10-06 16:32:57,7074.17
21353,44,268,completed,2024-03-05 09:02:30,12640.28
21354,112,528,delivered,2024-02-02 06:17:50,11221.64
21355,9,1603,delivered,2024-02-02 16:00:14,8891.68
21356,1,1199,delivered,2023-09-27 23:03:45,20961.86
21357,5,2879,processing,2023-08-02 00:36:17,9692.85
21358,30,1451,completed,2023-09-16 16:22:12,6136.17
21359,71,2231,completed,2024-09-24 01:03:08,13031.72
21360,50,1107,completed,2023-08-22 19:17:16,12254.38
21361,36,600,delivered,2024-07-31 01:04:32,21486.61
21362,20,310,cancelled,2023-11-11 17:11:23,14836.1
21363,18,660,cancelled,2023-08-26 23:22:53,19834.29
21364,22,477,completed,2024-08-16 15:21:00,21855.61
21365,55,528,delivered,2024-08-28 05:41:09,22180.42
21366,10,1595,processing,2024-08-29 18:37:44,15118.24
21367,82,871,processing,2024-07-20 11:21:17,2510.51
21368,49,303,delivered,2024-04-26 17:15:28,25706.92
21369,16,143,refunded,2024-02-29 08:49:01,14142.25
21370,37,35,completed,2023-11-04 15:54:34,3130.88
21371,114,1138,refunded,2023-09-06 18:26:34,7367.88
21372,2,1024,delivered,2024-03-30 18:26:58,27634.04
21373,12,1773,delivered,2024-08-20 06:24:52,54761.7
21374,28,304,cancelled,2024-04-11 12:09:06,11713.37
21375,60,342,completed,2024-02-16 20:49:40,17637.87
21376,12,2831,delivered,2024-09-22 00:29:10,5306.85
21377,109,162,delivered,2023-10-26 11:58:01,6930.48
21378,60,443,cancelled,2023-08-26 08:27:49,16032.64
21379,100,2803,delivered,2024-06-04 05:20:30,9946.22
21380,19,227,completed,2023-11-27 02:57:12,17487.92
21381,92,270,refunded,2023-12-10 12:35:03,19863.49
21382,22,1568,cancelled,2023-08-16 19:39:16,7725.11
21383,15,1353,completed,2024-02-04 06:48:30,35947.86
21384,106,1797,delivered,2023-09-17 18:52:31,37090.02
21385,6,2748,completed,2024-10-13 12:01:56,3348.29
21386,111,908,processing,2023-09-18 20:26:39,37682.65
21387,30,320,delivered,2024-04-25 01:23:04,28667.07
21388,119,1002,delivered,2023-11-15 00:34:42,36259.93
21389,43,2675,completed,2024-03-17 04:53:47,11574.95
21390,80,2300,delivered,2024-03-13 02:52:43,32174.87
21391,1,1488,delivered,2024-06-02 01:27:36,37128.37
21392,36,2414,delivered,2024-02-03 08:33:55,8848.43
21393,76,1827,delivered,2024-05-19 02:31:16,9718.14
21394,84,2474,completed,2023-11-21 19:12:22,44842.77
21395,9,1355,completed,2024-08-03 23:29:21,5383.56
21396,24,1268,completed,2023-12-27 20:05:58,19668.42
21397,24,344,completed,2024-05-02 09:03:34,8326.23
21398,6,745,completed,2024-10-01 03:07:26,1437.19
21399,27,1824,processing,2024-08-04 10:03:46,9506.19
21400,88,125,cancelled,2023-11-22 15:31:23,492.34
21401,17,1677,processing,2023-10-25 02:59:10,1323.8
21402,25,2835,delivered,2024-03-31 23:37:24,1117.32
21403,114,342,completed,2023-12-14 15:57:13,12579.08
21404,2,1189,cancelled,2024-09-28 16:22:46,14082.66
21405,52,1917,completed,2024-01-07 21:41:50,1173.42
21406,77,373,completed,2023-11-05 01:52:49,19783.69
21407,80,415,completed,2024-08-11 02:20:42,16904.04
21408,73,74,completed,2024-06-19 05:57:48,3314.03
21409,75,1443,completed,2023-11-08 23:31:41,31853.02
21410,4,2035,processing,2024-04-10 19:14:29,13672.17
21411,42,2144,completed,2024-04-22 09:38:21,28145.12
21412,84,2365,delivered,2024-04-23 03:22:13,237.18
21413,6,2954,completed,2024-03-06 11:40:24,8559.13
21414,1,2095,completed,2024-06-17 05:31:02,9678.3
21415,89,1231,completed,2023-09-01 01:49:04,3143.04
21416,72,1836,completed,2024-07-18 14:58:19,16365.13
21417,24,2102,delivered,2024-02-04 19:09:13,11346.19
21418,110,2641,refunded,2023-09-13 15:48:38,599.75
21419,81,1509,cancelled,2023-09-15 12:10:40,3657.23
21420,115,2281,completed,2023-12-03 08:30:19,19541.28
21421,109,2133,completed,2024-01-31 23:08:00,15567.42
21422,33,609,completed,2024-09-04 23:28:01,22956.36
21423,79,1405,cancelled,2023-11-29 22:05:21,34370.33
21424,65,46,processing,2024-10-05 01:36:19,24782.81
21425,89,759,delivered,2024-05-19 05:58:57,459.32
21426,85,971,completed,2023-09-01 05:08:21,484.82
21427,9,38,delivered,2023-08-27 02:45:04,11395.74
21428,14,2309,processing,2023-10-08 12:57:52,12955.24
21429,15,2292,refunded,2023-11-23 15:36:46,2099.86
21430,90,1343,cancelled,2023-11-27 13:43:01,26483.72
21431,89,1725,delivered,2024-01-16 00:02:12,18864.03
21432,36,448,completed,2023-09-02 23:11:03,7129.09
21433,50,1435,completed,2024-08-18 17:03:27,11792.74
21434,91,2062,refunded,2023-09-13 12:01:53,10487.75
21435,18,556,completed,2024-03-09 03:14:38,5669.69
21436,3,1255,delivered,2024-11-16 19:21:03,8613.48
21437,34,722,delivered,2024-09-18 14:15:09,14335.73
21438,106,326,completed,2024-03-18 11:24:58,4071.54
21439,85,1546,completed,2024-11-17 06:35:38,15790.99
21440,21,2000,processing,2023-12-21 19:26:54,16052.27
21441,4,1922,processing,2024-07-14 02:54:13,32627.07
21442,60,1482,completed,2023-11-05 01:29:55,2729.09
21443,93,2574,delivered,2024-09-03 22:41:10,13495.86
21444,64,1785,delivered,2024-01-24 02:30:21,26201.6
21445,24,694,delivered,2023-11-28 20:29:49,26788.36
21446,7,1984,delivered,2024-04-10 03:34:24,5393.75
21447,106,2974,completed,2023-10-23 03:32:42,4866.1
21448,16,924,cancelled,2024-01-13 07:12:52,18219.09
21449,13,2868,delivered,2024-09-09 04:56:19,12313.74
21450,90,1129,completed,2024-08-09 16:13:10,5050.72
21451,117,312,completed,2024-07-02 21:43:18,46533.17
21452,63,2164,completed,2024-03-31 01:42:45,16761.45
21453,57,2565,delivered,2023-11-15 22:37:40,11815.78
21454,18,2469,completed,2023-12-01 11:31:16,9720.09
21455,2,2506,completed,2023-12-05 21:31:03,21876.89
21456,11,760,completed,2024-04-04 12:37:40,27755.55
21457,51,712,completed,2023-11-17 07:34:17,16392.7
21458,9,2419,completed,2023-12-12 10:21:37,13359.44
21459,101,2738,delivered,2023-09-18 20:28:03,35901.56
21460,11,12,delivered,2024-02-01 05:48:41,7240.97
21461,40,581,completed,2024-01-27 11:25:26,926.26
21462,39,2124,delivered,2024-10-25 06:57:27,25431.52
21463,54,930,delivered,2023-10-29 00:20:14,16012.18
21464,19,393,delivered,2024-08-11 23:44:49,23466.0
21465,99,1958,delivered,2023-10-25 00:56:38,20411.82
21466,27,1820,processing,2024-11-22 02:03:11,15097.67
21467,70,1352,completed,2024-02-15 02:16:54,6882.37
21468,59,1803,delivered,2024-08-06 14:03:58,9225.94
21469,7,1394,delivered,2024-01-05 16:24:22,23157.16
21470,57,636,cancelled,2023-10-08 02:04:59,1315.62
21471,45,1724,cancelled,2024-04-09 05:42:10,9340.96
21472,103,2956,delivered,2023-09-24 09:51:09,13948.01
21473,100,15,delivered,2024-03-31 18:07:50,6657.45
21474,9,2351,completed,2024-09-24 06:53:02,5782.07
21475,5,2867,delivered,2024-10-06 01:50:35,38723.28
21476,17,1292,completed,2023-09-10 05:31:34,10059.81
21477,118,2646,completed,2024-09-22 14:30:32,43349.7
21478,2,808,completed,2024-10-15 08:10:57,4487.98
21479,66,2263,delivered,2024-06-10 16:37:30,2529.4
21480,55,1966,delivered,2023-09-07 05:33:19,8067.1
21481,61,2100,processing,2023-10-12 01:44:11,12933.97
21482,13,2635,delivered,2024-09-30 03:46:39,14959.28
21483,13,2559,delivered,2023-09-28 01:02:31,26005.65
21484,25,393,completed,2023-10-16 15:39:53,11207.77
21485,6,716,completed,2024-04-23 00:44:51,3386.45
21486,5,548,delivered,2023-08-21 16:27:20,13857.25
21487,5,1536,completed,2024-05-02 09:12:53,8753.86
21488,49,411,delivered,2024-05-25 02:02:00,340.97
21489,23,1738,delivered,2024-03-03 11:19:05,16975.81
21490,17,1767,delivered,2024-03-15 08:18:26,1389.94
21491,18,989,completed,2024-07-20 13:04:28,13702.34
21492,12,1470,delivered,2024-07-04 16:15:12,13442.31
21493,24,723,completed,2024-01-03 04:43:39,19855.88
21494,12,251,delivered,2024-04-28 22:50:56,27778.71
21495,70,2339,completed,2023-10-22 19:16:46,881.21
21496,7,787,processing,2024-10-01 01:30:54,9426.58
21497,112,1083,delivered,2024-05-15 09:11:26,1959.24
21498,6,1502,delivered,2024-08-11 08:59:43,44411.14
21499,111,753,cancelled,2024-09-03 21:18:21,2100.17
21500,92,2222,delivered,2024-05-26 11:12:05,28974.85
21501,67,1165,completed,2024-01-25 23:08:59,43587.7
21502,106,482,cancelled,2024-03-19 11:24:57,25242.1
21503,8,2444,delivered,2023-09-23 10:32:37,12059.51
21504,10,1252,delivered,2024-04-13 08:23:48,1278.95
21505,15,525,cancelled,2024-11-15 21:47:45,7283.36
21506,14,1610,completed,2023-10-22 21:55:06,1630.41
21507,18,303,completed,2024-08-12 15:40:10,27260.43
21508,49,823,delivered,2024-11-05 21:49:29,19084.9
21509,2,1789,completed,2024-02-03 05:30:43,9208.82
21510,22,2394,completed,2024-03-04 21:00:35,37194.63
21511,14,604,refunded,2024-01-18 04:55:19,18498.05
21512,54,514,completed,2024-09-12 18:28:57,38285.86
21513,118,859,completed,2023-12-31 01:30:11,10137.8
21514,39,432,completed,2024-10-24 09:46:18,6301.48
21515,24,2284,delivered,2024-09-13 04:53:38,10656.74
21516,21,155,delivered,2023-12-10 21:38:28,8131.13
21517,84,2509,completed,2024-02-02 12:25:42,20906.06
21518,5,592,delivered,2024-11-09 07:00:14,13800.29
21519,114,1244,cancelled,2023-08-12 01:43:29,19200.69
21520,24,72,delivered,2024-09-28 07:54:33,14751.05
21521,18,1808,delivered,2023-10-13 20:45:28,20571.16
21522,116,1715,delivered,2023-10-22 16:59:32,545.67
21523,110,2009,delivered,2024-05-26 14:11:07,23393.89
21524,60,2922,completed,2023-09-26 05:47:52,876.3
21525,2,329,refunded,2023-12-27 08:05:59,20481.41
21526,78,1081,cancelled,2024-10-31 00:41:37,18328.93
21527,19,1131,delivered,2023-08-28 14:39:47,7119.97
21528,22,334,delivered,2023-11-20 16:45:50,19945.49
21529,9,2029,completed,2023-11-10 15:40:08,18429.42
21530,40,554,delivered,2024-11-05 15:38:21,34727.26
21531,78,1031,cancelled,2024-05-27 22:00:15,14883.05
21532,16,1451,cancelled,2023-12-04 00:28:45,17228.79
21533,110,1591,completed,2023-10-08 15:49:17,10039.04
21534,11,2190,refunded,2024-07-13 02:38:39,4464.28
21535,4,2638,completed,2024-02-28 10:41:07,2810.65
21536,61,2512,delivered,2024-05-25 19:59:19,14594.24
21537,95,2092,completed,2024-01-16 00:38:13,29509.72
21538,113,1120,delivered,2024-07-11 00:11:23,1350.46
21539,81,2315,completed,2023-08-08 04:50:45,23707.63
21540,12,2415,delivered,2024-01-07 05:38:06,20840.83
21541,117,1455,completed,2024-05-18 16:06:07,1983.67
21542,107,2712,processing,2024-06-14 00:32:55,14520.68
21543,10,1984,delivered,2024-06-04 08:29:22,51459.92
21544,46,562,delivered,2024-02-04 13:23:38,6343.83
21545,46,1429,completed,2024-04-22 03:15:33,5289.48
21546,27,2791,delivered,2023-10-08 19:23:36,4161.7
21547,118,1407,cancelled,2024-10-17 15:57:40,12684.19
21548,4,2550,processing,2024-04-17 21:43:29,34172.17
21549,58,1482,processing,2024-09-23 10:10:44,6297.61
21550,12,1674,processing,2024-08-18 19:49:48,24260.02
21551,41,2530,delivered,2024-10-29 05:23:28,2418.59
21552,83,1652,completed,2024-11-05 20:11:13,9783.67
21553,14,963,delivered,2023-11-09 23:50:18,23847.08
21554,23,1639,refunded,2024-08-18 02:06:58,718.4
21555,112,1999,completed,2024-05-02 07:05:00,1890.31
21556,80,1143,cancelled,2023-12-25 01:47:15,21500.97
21557,49,1032,delivered,2023-09-21 11:17:23,21716.56
21558,13,1069,delivered,2024-11-25 04:20:56,16877.9
21559,24,587,completed,2024-08-25 05:45:21,7160.15
21560,83,2552,completed,2023-08-16 06:05:46,19983.39
21561,90,2659,completed,2023-11-15 07:44:46,32996.8
21562,14,1270,delivered,2023-09-23 17:56:38,4962.16
21563,64,227,delivered,2023-08-25 12:26:43,6137.52
21564,6,1713,processing,2024-06-27 04:39:21,10299.83
21565,2,2071,cancelled,2023-09-23 10:57:18,14775.1
21566,45,2689,delivered,2024-06-24 05:46:25,12073.02
21567,13,718,delivered,2024-10-18 05:54:26,18643.63
21568,5,2078,processing,2023-08-22 21:05:02,34617.41
21569,75,362,delivered,2023-11-25 05:35:50,16795.69
21570,36,122,cancelled,2023-10-02 00:40:09,4371.09
21571,86,1690,delivered,2023-09-04 22:48:12,24702.4
21572,64,2846,completed,2024-01-30 16:35:39,2092.6
21573,75,519,completed,2024-08-20 10:45:18,25141.67
21574,18,1012,processing,2023-09-30 12:08:31,29074.25
21575,15,752,delivered,2024-05-31 23:31:18,7179.61
21576,53,2806,refunded,2023-11-25 03:08:01,6753.22
21577,12,1558,processing,2024-09-17 05:04:57,2404.26
21578,89,922,delivered,2023-08-09 00:37:59,3223.85
21579,40,64,delivered,2024-11-03 23:16:41,13805.2
21580,13,2477,cancelled,2024-08-07 13:53:24,15883.06
21581,58,891,processing,2024-08-08 07:18:52,34216.1
21582,111,2154,delivered,2024-05-08 20:41:26,203.31
21583,5,429,delivered,2023-08-14 23:05:50,8678.99
21584,7,961,completed,2023-10-18 01:27:24,7722.91
21585,94,1610,completed,2023-08-01 19:29:25,24111.16
21586,7,2288,delivered,2024-11-14 23:21:05,17774.5
21587,3,1114,delivered,2024-03-07 13:07:13,7021.71
21588,20,2074,completed,2023-10-11 13:27:33,179.21
21589,31,2482,refunded,2024-10-04 03:30:57,11281.62
21590,48,461,processing,2023-11-01 19:57:46,3569.34
21591,38,2844,delivered,2023-11-24 07:14:25,6516.0
21592,106,1605,processing,2023-08-18 16:03:37,23946.77
21593,82,1296,delivered,2024-09-06 01:04:58,7611.17
21594,118,2284,completed,2024-05-23 03:02:13,22525.97
21595,33,795,completed,2023-11-17 17:36:29,26398.28
21596,5,2119,refunded,2023-09-05 21:08:31,10606.32
21597,113,1684,delivered,2024-06-09 04:35:17,39000.38
21598,1,62,completed,2023-09-21 20:07:58,18439.2
21599,83,803,delivered,2023-11-18 07:48:11,22271.33
21600,2,2366,cancelled,2024-08-10 14:41:16,6537.97
21601,80,419,cancelled,2024-05-02 03:37:39,13965.95
21602,110,286,completed,2024-06-02 19:42:16,27.09
21603,22,21,completed,2024-11-10 19:07:30,9042.46
21604,14,2122,delivered,2023-09-03 21:08:59,7468.2
21605,13,2266,delivered,2023-09-15 01:39:24,7125.84
21606,35,2415,cancelled,2024-11-08 20:08:02,8947.88
21607,10,854,completed,2024-08-09 07:40:03,16275.11
21608,66,80,processing,2024-07-26 00:29:31,5605.88
21609,21,2126,completed,2024-03-03 22:11:12,6828.21
21610,19,2916,completed,2024-05-19 00:52:01,12009.85
21611,30,1177,delivered,2024-09-24 11:47:50,746.46
21612,44,1074,delivered,2024-07-04 11:33:11,14782.45
21613,8,1753,delivered,2024-09-26 09:22:00,2582.83
21614,71,571,completed,2024-01-01 00:46:18,19722.24
21615,101,1659,completed,2023-12-23 05:00:27,11273.45
21616,16,248,cancelled,2023-09-27 06:49:19,402.77
21617,11,634,delivered,2023-10-15 12:18:27,24925.79
21618,80,2668,delivered,2024-05-04 04:42:13,10735.53
21619,11,1094,cancelled,2023-11-01 17:31:53,3955.59
21620,3,1536,completed,2024-09-20 13:44:05,9730.73
21621,57,2752,completed,2024-11-06 04:55:50,18561.33
21622,14,1503,delivered,2023-11-18 12:33:24,20649.1
21623,10,2471,completed,2023-10-15 18:22:09,8024.48
21624,117,280,completed,2023-09-08 12:36:36,6148.97
21625,17,898,completed,2023-11-20 14:18:32,32688.18
21626,104,1111,completed,2024-11-06 19:31:00,13848.99
21627,10,704,completed,2024-06-16 13:14:13,28961.82
21628,90,2442,delivered,2023-10-12 13:28:47,14861.29
21629,37,1354,delivered,2024-11-28 20:46:45,3196.44
21630,5,707,cancelled,2024-04-16 15:47:50,12049.6
21631,76,310,completed,2024-04-21 01:57:50,28227.9
21632,102,2117,delivered,2024-04-02 06:10:36,32725.26
21633,10,2086,completed,2023-08-14 12:34:47,8674.16
21634,74,1500,completed,2024-09-04 15:33:36,7804.05
21635,27,1683,completed,2024-11-08 18:30:14,3451.24
21636,79,999,cancelled,2023-12-28 03:07:38,9805.4
21637,72,2526,delivered,2024-01-03 10:13:57,11324.9
21638,2,1819,delivered,2024-02-03 19:53:53,35000.32
21639,11,1032,processing,2024-10-23 06:16:01,18512.3
21640,32,996,completed,2024-10-07 06:56:39,7341.24
21641,109,2745,completed,2023-11-01 23:30:45,17122.4
21642,20,553,cancelled,2024-10-01 12:20:10,10129.46
21643,58,494,refunded,2024-08-25 00:40:50,36731.62
21644,1,98,delivered,2023-10-23 21:36:20,984.7
21645,72,1999,processing,2024-06-03 13:19:06,14539.29
21646,54,2919,completed,2023-11-11 18:32:46,30937.38
21647,73,2457,refunded,2023-12-28 15:16:24,9217.74
21648,104,955,completed,2024-04-01 21:33:58,8440.03
21649,9,1364,completed,2024-08-17 08:26:22,3573.6
21650,15,1077,delivered,2023-10-17 20:27:07,12364.26
21651,120,184,completed,2024-05-07 11:04:09,17420.98
21652,9,1315,delivered,2024-11-04 12:38:57,18308.11
21653,74,1601,completed,2024-07-28 01:52:35,10122.26
21654,74,2182,completed,2024-02-25 05:49:48,17311.79
21655,67,2153,delivered,2024-01-13 12:00:27,17870.67
21656,13,2810,completed,2023-10-23 02:34:34,12575.31
21657,13,2880,completed,2023-09-29 01:22:13,29556.58
21658,64,653,delivered,2023-09-24 21:04:04,6710.25
21659,11,2247,completed,2024-05-22 06:40:56,23811.11
21660,64,174,cancelled,2023-09-15 03:04:05,19499.34
21661,35,721,delivered,2024-05-07 19:43:48,30840.92
21662,22,1427,cancelled,2024-06-13 11:33:57,19377.94
21663,17,2961,completed,2024-09-07 09:39:18,9692.88
21664,112,1770,completed,2024-09-06 08:36:58,5426.41
21665,38,1676,completed,2024-08-04 22:53:05,1020.77
21666,47,223,completed,2024-01-06 00:18:16,19608.62
21667,112,816,processing,2024-07-04 21:27:04,3328.65
21668,62,623,delivered,2024-06-19 05:16:01,4077.21
21669,113,2056,delivered,2024-11-17 03:57:22,10796.46
21670,6,968,delivered,2024-02-08 03:54:27,72729.02
21671,95,2169,cancelled,2023-08-27 02:28:30,15513.0
21672,19,1711,completed,2024-06-17 02:23:58,21051.55
21673,89,1227,completed,2023-10-26 05:10:54,4002.47
21674,96,794,cancelled,2024-07-10 03:46:06,6388.63
21675,16,2954,completed,2024-09-10 11:03:44,14678.5
21676,23,82,delivered,2024-03-31 14:19:01,3251.78
21677,74,364,delivered,2024-02-29 14:45:28,39839.46
21678,6,2717,delivered,2023-12-27 06:14:11,8870.68
21679,79,2330,completed,2024-02-10 01:59:06,6916.6
21680,7,685,completed,2023-10-10 16:39:47,7034.91
21681,106,2319,refunded,2024-09-22 04:26:24,715.89
21682,16,742,delivered,2023-09-24 20:41:17,12066.0
21683,49,256,cancelled,2023-09-07 11:36:28,22730.77
21684,7,2531,cancelled,2024-06-18 04:30:29,20534.56
21685,16,2731,delivered,2024-05-11 13:23:19,44137.6
21686,23,1467,completed,2024-04-27 17:43:19,7202.16
21687,34,1825,delivered,2024-03-01 20:39:20,970.82
21688,1,2472,completed,2023-08-04 12:43:59,7698.28
21689,102,2389,delivered,2023-09-01 19:17:36,3473.28
21690,1,2761,processing,2024-04-10 20:25:27,1438.43
21691,82,2654,delivered,2024-02-12 06:07:38,12496.51
21692,32,862,delivered,2024-10-09 02:04:57,3398.04
21693,41,2409,delivered,2023-08-06 16:21:06,32439.88
21694,12,238,processing,2024-09-29 05:55:33,17945.8
21695,55,2537,delivered,2024-03-24 03:53:03,26257.3
21696,43,1589,processing,2024-02-12 05:12:37,40917.97
21697,10,1635,cancelled,2024-06-15 03:40:35,17074.2
21698,14,1890,completed,2023-08-30 16:05:06,16208.88
21699,4,1782,processing,2024-01-18 08:54:01,14806.13
21700,4,1095,refunded,2024-04-01 12:18:43,15979.66
21701,1,1305,completed,2023-11-09 18:27:07,12155.75
21702,13,2263,delivered,2024-06-24 20:39:52,12655.06
21703,67,2729,cancelled,2023-08-03 08:07:03,34236.19
21704,18,1647,completed,2024-01-29 18:30:04,18498.83
21705,20,2006,processing,2024-10-17 00:53:16,995.87
21706,8,347,completed,2024-07-13 01:49:56,20338.06
21707,49,934,delivered,2023-08-29 04:59:57,19304.66
21708,20,1744,completed,2024-11-16 06:53:54,13541.33
21709,66,2348,completed,2024-10-22 09:57:03,13021.22
21710,77,2659,delivered,2024-09-09 18:37:20,7423.84
21711,51,2697,delivered,2023-11-20 18:47:13,4707.06
21712,16,617,refunded,2023-12-19 08:01:47,6770.41
21713,38,1749,completed,2023-09-10 09:51:35,14283.19
21714,15,507,delivered,2024-06-24 15:26:34,6447.68
21715,104,2212,delivered,2024-07-21 06:23:24,487.71
21716,81,1981,cancelled,2024-08-21 05:31:54,16859.96
21717,35,1775,completed,2024-07-07 04:37:07,22706.89
21718,115,1767,delivered,2023-09-19 17:07:07,17728.12
21719,44,417,delivered,2024-06-17 07:21:37,31336.79
21720,19,1964,cancelled,2023-12-10 03:17:47,41774.19
21721,6,978,completed,2023-12-08 14:35:53,15103.81
21722,44,1464,delivered,2024-05-17 15:18:50,2529.83
21723,97,573,processing,2023-11-22 03:52:58,57957.83
21724,98,871,delivered,2023-12-29 00:30:17,7409.0
21725,54,2475,delivered,2024-06-13 21:54:32,24871.77
21726,23,1338,completed,2023-10-26 15:29:34,17600.62
21727,62,2500,completed,2024-03-21 14:46:56,8410.78
21728,81,1052,delivered,2023-09-30 02:52:02,7876.66
21729,24,1836,delivered,2024-06-04 12:35:04,8896.23
21730,33,1889,completed,2024-10-26 08:51:37,4790.74
21731,67,993,completed,2024-08-14 12:51:50,49094.0
21732,100,468,delivered,2024-08-30 12:54:28,20281.46
21733,85,976,delivered,2024-06-10 22:34:46,10456.07
21734,2,238,refunded,2024-06-30 06:07:34,20190.22
21735,7,2986,processing,2024-11-03 15:09:19,20917.82
21736,96,846,delivered,2024-03-25 01:54:17,12851.29
21737,93,2448,completed,2023-12-05 13:58:58,17959.07
21738,22,2218,delivered,2024-06-02 02:58:16,18868.74
21739,51,175,delivered,2024-02-05 15:38:15,4241.26
21740,105,2784,refunded,2024-06-08 17:10:55,14929.19
21741,106,2047,completed,2024-01-27 15:12:55,8685.5
21742,84,728,completed,2023-11-12 08:49:36,40882.76
21743,12,1572,completed,2023-08-18 07:43:38,22097.19
21744,75,1164,delivered,2024-01-25 19:13:49,15434.78
21745,6,2236,completed,2024-06-06 04:00:07,12456.11
21746,103,2625,delivered,2024-10-04 09:49:47,17401.59
21747,9,2992,delivered,2023-11-25 00:31:05,5584.8
21748,64,1616,processing,2024-07-07 16:26:31,10164.47
21749,55,2738,completed,2024-10-02 01:18:05,13736.73
21750,83,2237,completed,2024-08-31 13:52:05,21930.16
21751,45,1450,completed,2023-11-28 07:44:44,11575.43
21752,4,2789,delivered,2024-02-03 07:30:35,27099.2
